8E6F0332-54D7-4DA1-9B3E-45BEB91AEC1E,QUD5Adc4f224cbff2,0,0,0,-6,-5,-6,2018-12-19 11:20:06.830,2018-12-19 11:20:06.363,170,0,1.102,192.168.0.117,
E210A5FF-95B5-496F-8466-6C1CE34F368C,QUD5Adc4f224cbff2,234.65,0.15,49.91,1.05,0.1,1.15,2018-12-19 11:21:52.570,2018-12-19 11:21:51.923,1,0,1.102,192.168.0.117,
FEFB12F2-8067-4F92-AF34-A10D60F1CEF9,QUD5Adc4f224cbff2,234.28,0.23,49.9,0.1,0.01,0.11,2018-12-19 11:22:01.257,2018-12-19 11:22:00.190,0,0,1.102,192.168.0.117,
D53FC212-65F5-4256-AEB0-6457D48AF3F2,QUD5Adc4f224cbff2,234.9,0,49.93,0.01,0,0.01,2018-12-19 11:22:05.437,2018-12-19 11:22:05.417,1,0,1.102,192.168.0.117,
842A3464-BF81-4325-B57A-A96262839040,QUD5Adc4f224cbff2,233.95,0.14,49.89,0.62,0.06,0.66,2018-12-19 11:23:05.643,2018-12-19 11:23:05.613,1,0,1.102,192.168.0.117,
185AA42C-6C27-44CC-92F4-44661B302C7B,QUD5Adc4f224cbff2,234.47,0.16,49.85,0.67,0.06,0.7,2018-12-19 11:24:05.843,2018-12-19 11:24:05.817,1,0,1.102,192.168.0.117,
60796635-1D04-4E28-B3F2-505E77C11F56,QUD5Adc4f224cbff2,234.11,0.21,49.79,0.67,0.06,0.7,2018-12-19 11:25:06.037,2018-12-19 11:25:06.023,1,0,1.102,192.168.0.117,
7888BC4A-B317-4398-9900-5B89F45073DA,QUD5Adc4f224cbff2,234.81,0.2,49.92,0.69,0.06,0.73,2018-12-19 11:26:06.747,2018-12-19 11:26:06.223,1,0,1.102,192.168.0.117,
DAFDC972-6CEA-492D-BB27-7A98FBFE75E0,QUD5Adc4f224cbff2,234.89,0.17,49.95,0.65,0.06,0.7,2018-12-19 11:27:06.430,2018-12-19 11:27:06.410,1,0,1.102,192.168.0.117,
78BCB93C-6001-486D-A928-F8784B5D8C5E,QUD5Adc4f224cbff2,234.55,0.18,49.94,0.65,0.06,0.69,2018-12-19 11:28:07.983,2018-12-19 11:28:06.627,1,0,1.102,192.168.0.117,
113CFFA3-CFAE-4FE3-8C32-960CFE226FF7,QUD5Adc4f224cbff2,234.15,0.19,49.89,0.66,0.06,0.7,2018-12-19 11:29:06.850,2018-12-19 11:29:06.830,1,0,1.102,192.168.0.117,
7C0845D6-8F5A-4CF7-8F44-30C1C8E4B18F,QUD5Adc4f224cbff2,235.28,0.22,49.97,0.71,0.06,0.75,2018-12-19 11:30:07.077,2018-12-19 11:30:07.067,1,0,1.102,192.168.0.117,
0557F408-9C05-409A-A44E-27B3D5D36B5C,QUD5Adc4f224cbff2,234.97,0.18,49.99,0.68,0.06,0.72,2018-12-19 11:31:07.273,2018-12-19 11:31:07.247,1,0,1.102,192.168.0.117,
4BD3FA8F-7DA3-4FF2-8E4C-1667A059621B,QUD5Adc4f224cbff2,234.19,0.18,49.87,0.67,0.06,0.71,2018-12-19 11:32:07.563,2018-12-19 11:32:07.447,1,0,1.102,192.168.0.117,
FB501D04-E1EC-4A5B-A6B4-78B7283A89E9,QUD5Adc4f224cbff2,235.24,0.19,49.85,0.65,0.06,0.69,2018-12-19 11:33:07.680,2018-12-19 11:33:07.657,1,0,1.102,192.168.0.117,
B1A32C45-B83E-4DB5-904E-47A7F9F05FBB,QUD5Adc4f224cbff2,233.88,0.17,49.89,0.68,0.06,0.72,2018-12-19 11:34:07.867,2018-12-19 11:34:07.847,1,0,1.102,192.168.0.117,
5BD9CBEB-2313-472F-985F-E1977382C23A,QUD5Adc4f224cbff2,234.08,0.19,49.91,0.66,0.06,0.7,2018-12-19 11:35:08.073,2018-12-19 11:35:08.057,1,0,1.102,192.168.0.117,
516DB0FE-E184-4A80-9C73-A7E8A9FCC169,QUD5Adc4f224cbff2,235.03,0.19,49.92,0.65,0.06,0.69,2018-12-19 11:36:08.280,2018-12-19 11:36:08.247,1,0,1.102,192.168.0.117,
7590AB97-45C8-4F28-84ED-1F31474DB702,QUD5Adc4f224cbff2,235.93,0.22,49.9,0.65,0.06,0.69,2018-12-19 11:37:08.487,2018-12-19 11:37:08.463,1,0,1.102,192.168.0.117,
6F10B216-32CE-4A93-BB34-8E58C903D67F,QUD5Adc4f224cbff2,234.86,0.22,49.85,0.74,0.06,0.78,2018-12-19 11:38:08.683,2018-12-19 11:38:08.657,1,0,1.102,192.168.0.117,
F6ED4E8C-8D24-45E7-B717-033D4DD23C95,QUD5Adc4f224cbff2,234.56,0.23,49.84,0.75,0.06,0.8,2018-12-19 11:39:08.883,2018-12-19 11:39:08.863,1,0,1.102,192.168.0.117,
D77AB180-C320-4981-809E-E0D3D876E90D,QUD5Adc4f224cbff2,235.22,0.17,49.91,0.69,0.06,0.73,2018-12-19 11:40:10.027,2018-12-19 11:40:09.060,1,0,1.102,192.168.0.117,
4FCF6556-F23C-4BC7-AA6D-F22DEDB3A02A,QUD5Adc4f224cbff2,235.81,0.2,49.79,0.68,0.07,0.73,2018-12-19 11:41:09.887,2018-12-19 11:41:09.260,1,0,1.102,192.168.0.117,
34036D2C-4641-4063-82EF-7E59757933D0,QUD5Adc4f224cbff2,235.72,0.2,49.92,0.66,0.06,0.7,2018-12-19 11:42:10.350,2018-12-19 11:42:09.457,1,0,1.102,192.168.0.117,
F0DE82DC-499F-4A65-8615-71B8D04841EA,QUD5Adc4f224cbff2,235.03,0.18,50.03,0.66,0.07,0.7,2018-12-19 11:43:10.813,2018-12-19 11:43:09.633,1,0,1.102,192.168.0.117,
AC5A8DA9-DE66-4B7A-AD70-D022CEE2F509,QUD5Adc4f224cbff2,232.06,0.18,49.92,0.63,0.06,0.67,2018-12-19 11:44:10.420,2018-12-19 11:44:09.847,1,0,1.102,192.168.0.117,
99F2364E-9ED9-4A3D-9D1A-9E382D5503E9,QUD5Adc4f224cbff2,235.18,0.19,49.92,0.66,0.07,0.7,2018-12-19 11:45:11.093,2018-12-19 11:45:10.053,1,0,1.102,192.168.0.117,
8CB8B1BA-46AE-4CD1-BAF8-BF028C30E6FC,QUD5Adc4f224cbff2,235.73,0.19,49.91,0.66,0.07,0.7,2018-12-19 11:46:10.790,2018-12-19 11:46:10.260,1,0,1.102,192.168.0.117,
595179F9-8E37-4CFF-B26F-A5A70AE1853C,QUD5Adc4f224cbff2,235.79,0.18,49.95,0.66,0.06,0.69,2018-12-19 11:47:11.063,2018-12-19 11:47:10.443,1,0,1.102,192.168.0.117,
3124B9A6-030F-4299-832E-2FB3B9AE6EAB,QUD5Adc4f224cbff2,235.14,0.15,49.9,0.66,0.07,0.7,2018-12-19 11:48:10.730,2018-12-19 11:48:10.637,1,0,1.102,192.168.0.117,
3AEBDA02-3774-46EA-A92C-FE19388996BF,QUD5Adc4f224cbff2,235.18,0.15,49.95,0.65,0.07,0.7,2018-12-19 11:49:11.413,2018-12-19 11:49:10.847,1,0,1.102,192.168.0.117,
650F980A-44D4-4CF3-AC25-8F358A0E7F58,QUD5Adc4f224cbff2,233.38,0.18,49.89,0.61,0.06,0.64,2018-12-19 11:50:11.257,2018-12-19 11:50:11.047,1,0,1.102,192.168.0.117,
